Region,ID,ID_room,type,UID,difficulty_tier,Name,Dialog,Dialog Tree,NPC ID,Enemy,object_id,complete_condition,Event ID,Loot,AI_Visual_Description,AI_scene_prompt,AI_mapicon,AI_maproom,,,
forest,forest_mushroom_circle,forest_mushroom_circle_room,battle,f10,4,Mushroom Circle,"Spores drift through the air, causing mild hallucinations.",,,spore_servant,,,,mushroom,"A fairy ring of giant glowing mushrooms, colorful spores floating like dust, vibrant neon blues and pinks, surreal dreamscape.","2d rpg scroller. cartoon realism. no characters. no icons
background A fairy ring of giant glowing mushrooms, colorful spores floating like dust, vibrant neon blues and pinks, surreal dreamscape.","A fairy ring of giant glowing mushrooms, colorful spores floating like dust, vibrant neon blues and pinks, surreal dreamscape.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A fairy ring of giant glowing mushrooms, colorful spores floating like dust, vibrant neon blues and pinks, surreal dreamscape. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_creek_bed,forest_creek_bed_room,battle,f11,4,Creek Bed,The water is black and moves against the current.,,,river_lurker,,,,pearl,"A shallow rocky creek with obsidian-black water flowing uphill, mossy rocks, dark forest backdrop.","2d rpg scroller. cartoon realism. no characters. no icons
background A shallow rocky creek with obsidian-black water flowing uphill, mossy rocks, dark forest backdrop.","A shallow rocky creek with obsidian-black water flowing uphill, mossy rocks, dark forest backdrop.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A shallow rocky creek with obsidian-black water flowing uphill, mossy rocks, dark forest backdrop. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_spiders_web,forest_spiders_web_room,battle,f12,4,Spider's Web,Sticky silk coats every surface.,,,brood_mother,,,,silk,"Trees completely shrouded in thick white webs, egg sacs hanging from branches, dark and suffocating atmosphere.","2d rpg scroller. cartoon realism. no characters. no icons
background Trees completely shrouded in thick white webs, egg sacs hanging from branches, dark and suffocating atmosphere.","Trees completely shrouded in thick white webs, egg sacs hanging from branches, dark and suffocating atmosphere.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Trees completely shrouded in thick white webs, egg sacs hanging from branches, dark and suffocating atmosphere. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_logging_camp,forest_logging_camp_room,battle,f13,5,Logging Camp,Ruined wagons suggest a hasty departure.,,,forest_troll,,,,axe,"A clearing with giant tree stumps, broken wooden wagons, saws embedded in wood, overgrown by weeds.","2d rpg scroller. cartoon realism. no characters. no icons
background A clearing with giant tree stumps, broken wooden wagons, saws embedded in wood, overgrown by weeds.","A clearing with giant tree stumps, broken wooden wagons, saws embedded in wood, overgrown by weeds.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A clearing with giant tree stumps, broken wooden wagons, saws embedded in wood, overgrown by weeds. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_ruined_aviary,forest_ruined_aviary_room,battle,f14,5,Ruined Aviary,Feathers and broken glass litter the mossy floor.,,,harpy,,,,feather,"A collapsed iron cage structure in the trees, shards of glass on a mossy floor, overgrown with tropical flowers.","2d rpg scroller. cartoon realism. no characters. no icons
background A collapsed iron cage structure in the trees, shards of glass on a mossy floor, overgrown with tropical flowers.","A collapsed iron cage structure in the trees, shards of glass on a mossy floor, overgrown with tropical flowers.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A collapsed iron cage structure in the trees, shards of glass on a mossy floor, overgrown with tropical flowers. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_the_great_root,forest_the_great_root_room,battle,f15,5,The Great Root,A massive root forms a natural bridge over a ravine.,,,root_horror,,,,sap,"A single enormous tree root spanning a misty deep canyon, moss-covered, birds flying below, epic scale.","2d rpg scroller. cartoon realism. no characters. no icons
background A single enormous tree root spanning a misty deep canyon, moss-covered, birds flying below, epic scale.","A single enormous tree root spanning a misty deep canyon, moss-covered, birds flying below, epic scale.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A single enormous tree root spanning a misty deep canyon, moss-covered, birds flying below, epic scale. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_hidden_burrow,forest_hidden_burrow_room,event,f16,,Hidden Burrow,,f16_rabbit,strange_rabbit,,,,,clover,"A small tunnel entrance hidden by a large fern, glowing eyes from the dark, cozy but mysterious underground entrance.","2d rpg scroller. cartoon realism. no characters. no icons
background A small tunnel entrance hidden by a large fern, glowing eyes from the dark, cozy but mysterious underground entrance.","A small tunnel entrance hidden by a large fern, glowing eyes from the dark, cozy but mysterious underground entrance.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A small tunnel entrance hidden by a large fern, glowing eyes from the dark, cozy but mysterious underground entrance. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_stags_rest,forest_stags_rest_room,battle,f17,6,Stag's Rest,Bones of great beasts are piled neatly in the center.,,,bone_shaman,,,,antler,"A clearing with a mountain of bleached white antlers and bones, a ritualistic circle, silent and spiritual.","2d rpg scroller. cartoon realism. no characters. no icons
background A clearing with a mountain of bleached white antlers and bones, a ritualistic circle, silent and spiritual.","A clearing with a mountain of bleached white antlers and bones, a ritualistic circle, silent and spiritual.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A clearing with a mountain of bleached white antlers and bones, a ritualistic circle, silent and spiritual. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_watchtower,forest_watchtower_room,battle,f18,6,Watchtower,The stairs are precarious but the view is strategic.,,,bandit_archer,,,,spyglass,"A rickety wooden tower built into a tall pine, rope bridges, view of the forest canopy, sunset sky.","2d rpg scroller. cartoon realism. no characters. no icons
background A rickety wooden tower built into a tall pine, rope bridges, view of the forest canopy, sunset sky.","A rickety wooden tower built into a tall pine, rope bridges, view of the forest canopy, sunset sky.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A rickety wooden tower built into a tall pine, rope bridges, view of the forest canopy, sunset sky. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_willow_weep,forest_willow_weep_room,battle,f19,6,Willow Weep,The tree seems to be sobbing in the wind.,,,willow_wisp,,,,tear,"A weeping willow with long blue-tinged leaves, water dripping like tears into a still pond, melancholic atmosphere.","2d rpg scroller. cartoon realism. no characters. no icons
background A weeping willow with long blue-tinged leaves, water dripping like tears into a still pond, melancholic atmosphere.","A weeping willow with long blue-tinged leaves, water dripping like tears into a still pond, melancholic atmosphere.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A weeping willow with long blue-tinged leaves, water dripping like tears into a still pond, melancholic atmosphere. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_forest_heart,forest_forest_heart_room,battle,f20,6,Forest Heart,,f20_boss,,forest_guardian,,,,emerald_seed,"The center of the forest, a pulsing emerald core of light inside a hollow ancient tree, magical vines, ethereal beauty.","2d rpg scroller. cartoon realism. no characters. no icons
background The center of the forest, a pulsing emerald core of light inside a hollow ancient tree, magical vines, ethereal beauty.","The center of the forest, a pulsing emerald core of light inside a hollow ancient tree, magical vines, ethereal beauty.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","The center of the forest, a pulsing emerald core of light inside a hollow ancient tree, magical vines, ethereal beauty. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_home,forest_home_room,home,f0,0,Home room,,,,,,,,,A dwelling carved into the base of a massive ancient oak. Fireflies provide natural lighting against walls lined with moss and bark.,,"A dwelling carved into the base of a massive ancient oak. Fireflies provide natural lighting against walls lined with moss and bark.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A dwelling carved into the base of a massive ancient oak. Fireflies provide natural lighting against walls lined with moss and bark. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_default,forest_default_room,event,f21,6,Default Room,,,,,,,,,A dense woodland of towering ferns and bioluminescent flora. Thick canopy filters the sun into emerald shafts of light.,,"A dense woodland of towering ferns and bioluminescent flora. Thick canopy filters the sun into emerald shafts of light.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A dense woodland of towering ferns and bioluminescent flora. Thick canopy filters the sun into emerald shafts of light. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
forest,forest_boss,forest_boss_room,boss,f22,9,Boss Room,,,,,,,,,A clearing dominated by a gargantuan carnivorous flower. The ground is soft with mulch and skeletal remains of previous intruders.,,"A clearing dominated by a gargantuan carnivorous flower. The ground is soft with mulch and skeletal remains of previous intruders.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A clearing dominated by a gargantuan carnivorous flower. The ground is soft with mulch and skeletal remains of previous intruders. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_frost_bridge,ice_caves_frost_bridge_room,battle,i1,7,Frost Bridge,,i1_bridge,,ice_golem,,,,frost,"A narrow bridge of translucent blue ice over a dark chasm, icicles hanging below, falling snowflakes.","2d rpg scroller. cartoon realism. no characters. no icons
background A narrow bridge of translucent blue ice over a dark chasm, icicles hanging below, falling snowflakes.","A narrow bridge of translucent blue ice over a dark chasm, icicles hanging below, falling snowflakes.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A narrow bridge of translucent blue ice over a dark chasm, icicles hanging below, falling snowflakes. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_crystal_chasm,ice_caves_crystal_chasm_room,battle,i2,7,Crystal Chasm,"The walls hum with a resonant, freezing energy.",,,frost_wisp,,,,lightning,"A deep canyon lined with giant glowing crystals, refracting light into rainbows, cold blue haze.","2d rpg scroller. cartoon realism. no characters. no icons
background A deep canyon lined with giant glowing crystals, refracting light into rainbows, cold blue haze.","A deep canyon lined with giant glowing crystals, refracting light into rainbows, cold blue haze.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A deep canyon lined with giant glowing crystals, refracting light into rainbows, cold blue haze. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_frozen_tomb,ice_caves_frozen_tomb_room,battle,i3,7,Frozen Tomb,,i3_tomb,,tomb_wight,,,,skull,"A stone sarcophagus encased in a thick block of ice, frosted carvings, cold white mist, silent and ancient.","2d rpg scroller. cartoon realism. no characters. no icons
background A stone sarcophagus encased in a thick block of ice, frosted carvings, cold white mist, silent and ancient.","A stone sarcophagus encased in a thick block of ice, frosted carvings, cold white mist, silent and ancient.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A stone sarcophagus encased in a thick block of ice, frosted carvings, cold white mist, silent and ancient. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_echo_chamber,ice_caves_echo_chamber_room,battle,i4,7,Echo Chamber,Your footsteps sound like a battalion following you.,,,mimic,,,,trap,"A perfectly smooth circular ice cavern, reflective walls like mirrors, blue lighting, vast and hollow.","2d rpg scroller. cartoon realism. no characters. no icons
background A perfectly smooth circular ice cavern, reflective walls like mirrors, blue lighting, vast and hollow.","A perfectly smooth circular ice cavern, reflective walls like mirrors, blue lighting, vast and hollow.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A perfectly smooth circular ice cavern, reflective walls like mirrors, blue lighting, vast and hollow. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_blizzard_peak,ice_caves_blizzard_peak_room,battle,i5,7,Blizzard Peak,Visibility is near zero; the wind howls like a dying beast.,,,yeti,,,,axe,"A mountain summit in a whiteout, horizontal snow, jagged black rocks, extreme weather conditions.","2d rpg scroller. cartoon realism. no characters. no icons
background A mountain summit in a whiteout, horizontal snow, jagged black rocks, extreme weather conditions.","A mountain summit in a whiteout, horizontal snow, jagged black rocks, extreme weather conditions.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A mountain summit in a whiteout, horizontal snow, jagged black rocks, extreme weather conditions. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_icicle_gallery,ice_caves_icicle_gallery_room,battle,i6,7,Icicle Gallery,Sharp spikes hang precariously from the ceiling.,,,ice_bat,,,,shard,"A cavern ceiling covered in thousands of needle-sharp icicles, reflecting light like diamonds, dangerous beauty.","2d rpg scroller. cartoon realism. no characters. no icons
background A cavern ceiling covered in thousands of needle-sharp icicles, reflecting light like diamonds, dangerous beauty.","A cavern ceiling covered in thousands of needle-sharp icicles, reflecting light like diamonds, dangerous beauty.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A cavern ceiling covered in thousands of needle-sharp icicles, reflecting light like diamonds, dangerous beauty. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_glacial_rift,ice_caves_glacial_rift_room,battle,i7,7,Glacial Rift,The ice here is ancient and blue.,,,snow_stalker,,,,claw,"A deep crack in a glacier, walls of deep sapphire blue ice, compressed layers, silent and freezing.","2d rpg scroller. cartoon realism. no characters. no icons
background A deep crack in a glacier, walls of deep sapphire blue ice, compressed layers, silent and freezing.","A deep crack in a glacier, walls of deep sapphire blue ice, compressed layers, silent and freezing.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A deep crack in a glacier, walls of deep sapphire blue ice, compressed layers, silent and freezing. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_aurora_hall,ice_caves_aurora_hall_room,event,i8,,Aurora Hall,Strange lights dance on the frozen ceiling.,,,,,,,stardust,"A massive cavern where the ice ceiling acts as a prism for aurora borealis lights, swirling greens and purples.","2d rpg scroller. cartoon realism. no characters. no icons
background A massive cavern where the ice ceiling acts as a prism for aurora borealis lights, swirling greens and purples.","A massive cavern where the ice ceiling acts as a prism for aurora borealis lights, swirling greens and purples.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A massive cavern where the ice ceiling acts as a prism for aurora borealis lights, swirling greens and purples. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_sub-zero_spring,ice_caves_sub-zero_spring_room,battle,i9,8,Sub-Zero Spring,"The water is liquid, but burns like fire.",,,water_elemental,,,,vial,"A pool of steaming liquid in a frozen room, frost on the surrounding rocks, turquoise water, supernatural temperature.","2d rpg scroller. cartoon realism. no characters. no icons
background A pool of steaming liquid in a frozen room, frost on the surrounding rocks, turquoise water, supernatural temperature.","A pool of steaming liquid in a frozen room, frost on the surrounding rocks, turquoise water, supernatural temperature.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A pool of steaming liquid in a frozen room, frost on the surrounding rocks, turquoise water, supernatural temperature. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_frozen_library,ice_caves_frozen_library_room,battle,i10,8,Frozen Library,Pages of books are trapped in sheets of ice.,,,ghost_scholar,,,,tome,"Rows of bookshelves completely encased in clear ice, floating spectral books, cold blue light.","2d rpg scroller. cartoon realism. no characters. no icons
background Rows of bookshelves completely encased in clear ice, floating spectral books, cold blue light.","Rows of bookshelves completely encased in clear ice, floating spectral books, cold blue light.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Rows of bookshelves completely encased in clear ice, floating spectral books, cold blue light. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_sleeping_giant,ice_caves_sleeping_giant_room,event,i11,,Sleeping Giant,,i11_giant,ice_giant,,,,,club,"A cavern containing a colossal figure made of stone and ice resting against the wall, epic scale, frost-covered.","2d rpg scroller. cartoon realism. no characters. no icons
background A cavern containing a colossal figure made of stone and ice resting against the wall, epic scale, frost-covered.","A cavern containing a colossal figure made of stone and ice resting against the wall, epic scale, frost-covered.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A cavern containing a colossal figure made of stone and ice resting against the wall, epic scale, frost-covered. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_permafrost_mine,ice_caves_permafrost_mine_room,battle,i12,8,Permafrost Mine,Pickaxes are still embedded in the walls.,,,kobold_miner,,,,ore,"An abandoned mine tunnel, frozen support beams, crystals growing over mining tools, dark and cold.","2d rpg scroller. cartoon realism. no characters. no icons
background An abandoned mine tunnel, frozen support beams, crystals growing over mining tools, dark and cold.","An abandoned mine tunnel, frozen support beams, crystals growing over mining tools, dark and cold.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","An abandoned mine tunnel, frozen support beams, crystals growing over mining tools, dark and cold. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_snowdrift,ice_caves_snowdrift_room,battle,i13,8,Snowdrift,You sink waist-deep in the powder.,,,snow_leopard,,,,pelt,"A vast interior cavern filled with deep white snow, soft pillowy mounds, silent and muffled.","2d rpg scroller. cartoon realism. no characters. no icons
background A vast interior cavern filled with deep white snow, soft pillowy mounds, silent and muffled.","A vast interior cavern filled with deep white snow, soft pillowy mounds, silent and muffled.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vast interior cavern filled with deep white snow, soft pillowy mounds, silent and muffled. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_the_cold_forge,ice_caves_the_cold_forge_room,battle,i14,8,The Cold Forge,An anvil that freezes everything it touches.,,,ice_smith,,,,hammer,"A forge made of white marble and ice, blue flames, frost-covered anvil, winter-themed blacksmithing.","2d rpg scroller. cartoon realism. no characters. no icons
background A forge made of white marble and ice, blue flames, frost-covered anvil, winter-themed blacksmithing.","A forge made of white marble and ice, blue flames, frost-covered anvil, winter-themed blacksmithing.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A forge made of white marble and ice, blue flames, frost-covered anvil, winter-themed blacksmithing. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_whiteout_tunnel,ice_caves_whiteout_tunnel_room,battle,i15,8,Whiteout Tunnel,The wind is a physical wall pushing you back.,,,blizzard_wraith,,,,essence,"A narrow tunnel where wind-blown snow creates a tunnel of pure white, blurred edges, high motion.","2d rpg scroller. cartoon realism. no characters. no icons
background A narrow tunnel where wind-blown snow creates a tunnel of pure white, blurred edges, high motion.","A narrow tunnel where wind-blown snow creates a tunnel of pure white, blurred edges, high motion.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A narrow tunnel where wind-blown snow creates a tunnel of pure white, blurred edges, high motion. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_crystal_garden,ice_caves_crystal_garden_room,battle,i16,9,Crystal Garden,Plants made of glass grow in the dark.,,,shard_shifter,,,,crystal,"Flowers and bushes made of transparent glass ice, glowing with internal light, dark cavern floor.","2d rpg scroller. cartoon realism. no characters. no icons
background Flowers and bushes made of transparent glass ice, glowing with internal light, dark cavern floor.","Flowers and bushes made of transparent glass ice, glowing with internal light, dark cavern floor.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Flowers and bushes made of transparent glass ice, glowing with internal light, dark cavern floor. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_mammoth_graveyard,ice_caves_mammoth_graveyard_room,battle,i17,9,Mammoth Graveyard,Tusks larger than trees rise from the snow.,,,necro_mammoth,,,,ivory,"Enormous curved tusks protruding from a frozen waste, massive ribcages, ancient and skeletal.","2d rpg scroller. cartoon realism. no characters. no icons
background Enormous curved tusks protruding from a frozen waste, massive ribcages, ancient and skeletal.","Enormous curved tusks protruding from a frozen waste, massive ribcages, ancient and skeletal.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Enormous curved tusks protruding from a frozen waste, massive ribcages, ancient and skeletal. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_hidden_grotto,ice_caves_hidden_grotto_room,event,i18,,Hidden Grotto,,i18_hermit,frost_hermit,,,,,soup,"A small warm pocket in the ice, a campfire, furs, a small stone hut, contrast of warm orange and cold blue.","2d rpg scroller. cartoon realism. no characters. no icons
background A small warm pocket in the ice, a campfire, furs, a small stone hut, contrast of warm orange and cold blue.","A small warm pocket in the ice, a campfire, furs, a small stone hut, contrast of warm orange and cold blue.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A small warm pocket in the ice, a campfire, furs, a small stone hut, contrast of warm orange and cold blue. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_ice_throne,ice_caves_ice_throne_room,battle,i19,9,Ice Throne,A seat carved for someone twenty feet tall.,,,ice_lich,,,,crown,"A massive jagged throne of dark blue ice, stairs leading up, freezing mist, regal and terrifying.","2d rpg scroller. cartoon realism. no characters. no icons
background A massive jagged throne of dark blue ice, stairs leading up, freezing mist, regal and terrifying.","A massive jagged throne of dark blue ice, stairs leading up, freezing mist, regal and terrifying.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A massive jagged throne of dark blue ice, stairs leading up, freezing mist, regal and terrifying. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_the_glacier_heart,ice_caves_the_glacier_heart_room,battle,i20,9,The Glacier Heart,,i20_boss,,cryo_phoenix,,,,eternal_ice,"A pulsing core of pure white energy inside a giant glacier, a phoenix of frost, cinematic boss arena.","2d rpg scroller. cartoon realism. no characters. no icons
background A pulsing core of pure white energy inside a giant glacier, a phoenix of frost, cinematic boss arena.","A pulsing core of pure white energy inside a giant glacier, a phoenix of frost, cinematic boss arena.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A pulsing core of pure white energy inside a giant glacier, a phoenix of frost, cinematic boss arena. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
ice_caves,ice_caves_home,ice_caves_home_room,home,i0,0,Home room,,,,,,,,,A hollowed-out glacier interior lined with thick furs and heat-radiating crystals. The walls are translucent and deep azure.,,"A hollowed-out glacier interior lined with thick furs and heat-radiating crystals. The walls are translucent and deep azure.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A hollowed-out glacier interior lined with thick furs and heat-radiating crystals. The walls are translucent and deep azure. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,A hollowed-out glacier interior lined with thick furs and heat-radiating crystals. The walls are translucent and deep azure.
ice_caves,ice_caves_default,ice_caves_default_room,event,i21,9,Default Room,,,,,,,,,Winding tunnels of slick permafrost and jagged stalactites. Wind howls through narrow fissures creating a haunting whistling sound.,,"Winding tunnels of slick permafrost and jagged stalactites. Wind howls through narrow fissures creating a haunting whistling sound.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Winding tunnels of slick permafrost and jagged stalactites. Wind howls through narrow fissures creating a haunting whistling sound. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,Winding tunnels of slick permafrost and jagged stalactites. Wind howls through narrow fissures creating a haunting whistling sound.
ice_caves,ice_caves_boss,ice_caves_boss_room,boss,i22,12,Boss Room,,,,,,,,,A vast frozen lake at the heart of the mountain. The ice is clear enough to see a prehistoric behemoth frozen deep beneath the surface.,,"A vast frozen lake at the heart of the mountain. The ice is clear enough to see a prehistoric behemoth frozen deep beneath the surface.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A vast frozen lake at the heart of the mountain. The ice is clear enough to see a prehistoric behemoth frozen deep beneath the surface. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,A vast frozen lake at the heart of the mountain. The ice is clear enough to see a prehistoric behemoth frozen deep beneath the surface.
desert,desert_sun-bleached_dunes,desert_sun-bleached_dunes_room,battle,d1,10,Sun-Bleached Dunes,The heat is a physical weight pushing you down.,,,giant_scorpion,,,,heart,"Endless waves of golden sand dunes, shimmering heat haze, bright white sun, deep shadows.","2d rpg scroller. cartoon realism. no characters. no icons
background Endless waves of golden sand dunes, shimmering heat haze, bright white sun, deep shadows.","Endless waves of golden sand dunes, shimmering heat haze, bright white sun, deep shadows.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","Endless waves of golden sand dunes, shimmering heat haze, bright white sun, deep shadows. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_mirage_oasis,desert_mirage_oasis_room,battle,d2,10,Mirage Oasis,,d2_oasis,,sand_spirit,,,,potion,"A shimmering pool of water surrounded by three palm trees, blurry edges as if disappearing, desert heat.","2d rpg scroller. cartoon realism. no characters. no icons
background A shimmering pool of water surrounded by three palm trees, blurry edges as if disappearing, desert heat.","A shimmering pool of water surrounded by three palm trees, blurry edges as if disappearing, desert heat.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A shimmering pool of water surrounded by three palm trees, blurry edges as if disappearing, desert heat. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
desert,desert_ruined_outpost,desert_ruined_outpost_room,battle,d3,10,Ruined Outpost,Soldiers died here long ago. Their armor is rusted to the bone.,,,skeleton_soldier,,,,sword,"A crumbling sandstone fort, half-buried in sand, rusted swords sticking out of the ground, lonely desert wind.","2d rpg scroller. cartoon realism. no characters. no icons
background A crumbling sandstone fort, half-buried in sand, rusted swords sticking out of the ground, lonely desert wind.","A crumbling sandstone fort, half-buried in sand, rusted swords sticking out of the ground, lonely desert wind.. background for video game, side scroller, Greek times, realistic cartoon style, Ghibli with high density features. Empty space at the bottom of scene. Landscape. High quality. 4k.","A crumbling sandstone fort, half-buried in sand, rusted swords sticking out of the ground, lonely desert wind. 160x160 pixels. cartoon, watercolour style. png. transparent background",,,
